기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2020	성북구	장위2동	계	13,406	257	342	387	541	864	968	806	804	830	1,096	1,189	1,209	1,169	949	793	612	368	160	51	13	2
2020	성북구	장위2동	남자	6,653	135	159	196	273	438	499	423	433	472	563	593	626	543	462	341	280	161	48	12	2	-
2020	성북구	장위2동	여자	6,753	123	183	191	268	427	470	383	371	359	534	596	584	626	487	452	333	207	113	39	11	2
2020	성북구	장위3동	계	16,993	878	873	626	816	1,057	1,139	1,122	1,647	1,312	1,393	1,407	1,276	1,197	798	594	459	265	95	34	9	2
2020	성북구	장위3동	남자	8,447	459	430	322	417	532	559	528	840	696	682	707	654	585	387	278	221	109	38	7	1	-
2020	성북구	장위3동	여자	8,547	419	443	304	399	526	580	594	807	617	711	701	622	612	411	316	238	157	58	27	8	2
2020	성북구	성북동	계	16,517	360	468	536	694	1,222	1,543	1,300	1,201	1,119	1,417	1,392	1,261	1,131	805	690	617	433	217	84	29	2
2020	성북구	성북동	남자	7,741	183	218	291	367	555	713	607	571	532	688	666	589	542	369	299	256	178	87	28	5	2
2020	성북구	성북동	여자	8,776	177	251	245	328	667	830	693	630	587	729	727	672	589	436	391	361	255	130	57	24	1
2020	성북구	삼선동	계	23,971	482	761	866	1,141	2,033	2,338	1,795	1,673	1,650	2,159	1,973	1,736	1,584	1,082	975	852	553	225	78	16	4
2020	성북구	삼선동	남자	11,482	265	387	461	598	862	1,106	878	822	815	1,068	1,003	857	761	513	408	362	206	89	19	6	1
2020	성북구	삼선동	여자	12,489	217	374	405	544	1,171	1,233	918	851	835	1,091	970	880	823	569	568	491	347	136	59	10	3
2020	성북구	동선동	계	15,164	269	338	369	611	2,099	2,256	1,431	1,069	937	1,075	974	866	797	572	547	479	294	126	46	11	4
2020	성북구	동선동	남자	6,385	135	161	171	272	505	901	627	524	453	508	482	416	355	260	240	201	118	39	16	2	1
2020	성북구	동선동	여자	8,780	134	177	198	339	1,594	1,355	804	546	484	567	492	450	442	312	307	278	176	87	30	10	3
2020	성북구	종암동	계	39,342	1,171	1,666	1,761	1,994	2,792	3,001	2,395	2,832	2,972	3,555	3,272	2,975	2,735	1,812	1,526	1,278	949	446	169	39	6
2020	성북구	종암동	남자	19,431	582	876	961	1,064	1,370	1,685	1,206	1,400	1,469	1,757	1,652	1,475	1,328	827	662	549	361	152	45	13	2
2020	성북구	종암동	여자	19,912	590	790	801	930	1,422	1,317	1,189	1,432	1,504	1,799	1,621	1,500	1,407	985	865	729	588	294	125	26	4
2020	성북구	석관동	계	35,105	989	1,088	1,023	1,288	2,319	2,808	2,357	2,642	2,315	2,847	2,880	3,036	2,938	2,155	1,750	1,410	829	307	101	24	3
2020	성북구	석관동	남자	17,364	497	567	545	685	1,096	1,433	1,198	1,388	1,225	1,453	1,413	1,485	1,434	1,034	779	652	347	108	24	4	1
2020	성북구	석관동	여자	17,741	492	521	478	604	1,223	1,375	1,160	1,255	1,090	1,394	1,467	1,551	1,504	1,121	971	758	482	199	78	20	2
2020	강북구	소계	계	305,512	7,144	9,409	10,145	12,602	19,882	22,976	18,575	20,838	21,075	25,765	25,879	26,042	25,091	18,882	16,002	13,171	7,678	3,051	1,037	246	26
2020	강북구	소계	남자	148,977	3,669	4,884	5,222	6,486	9,448	11,620	9,712	10,992	10,902	13,046	12,658	12,590	11,906	8,609	6,946	5,734	3,144	1,069	282	58	5
2020	강북구	소계	여자	156,535	3,475	4,526	4,924	6,116	10,434	11,356	8,863	9,847	10,174	12,719	13,221	13,452	13,185	10,273	9,056	7,437	4,535	1,983	756	188	22
2020	강북구	번1동	계	18,756	337	398	455	677	1,375	1,869	1,435	1,392	1,349	1,553	1,527	1,527	1,481	1,026	975	740	421	152	57	15	-
2020	강북구	번1동	남자	9,377	184	201	231	371	623	945	767	747	733	794	813	749	717	484	434	334	186	52	12	6	-
2020	강북구	번1동	여자	9,380	154	197	224	306	753	924	668	646	617	759	714	778	764	542	541	407	236	100	45	9	-
2020	강북구	번2동	계	16,483	327	423	474	656	1,028	1,144	844	1,035	1,072	1,413	1,336	1,441	1,466	1,141	1,087	886	464	181	54	14	2
2020	강북구	번2동	남자	8,001	171	225	255	343	539	591	470	571	555	710	653	694	698	482	426	371	177	59	12	3	1
2020	강북구	번2동	여자	8,483	156	198	219	313	489	553	374	465	517	703	683	747	769	660	661	516	287	122	42	12	2
2020	강북구	번3동	계	17,648	424	591	623	793	1,025	974	783	1,045	1,203	1,506	1,359	1,452	1,408	1,209	1,312	1,163	513	191	65	13	3
2020	강북구	번3동	남자	8,343	212	310	308	411	544	472	407	532	620	774	671	677	678	479	469	496	201	68	15	3	-
2020	강북구	번3동	여자	9,305	212	281	316	382	481	502	376	513	583	732	688	775	730	730	843	667	313	123	50	10	3
2020	강북구	수유1동	계	20,994	497	602	609	792	1,337	1,761	1,392	1,420	1,380	1,625	1,762	1,864	1,802	1,346	1,072	864	524	251	76	20	4
2020	강북구	수유1동	남자	10,409	254	297	314	411	644	926	746	776	747	850	850	903	843	629	504	375	221	95	24	5	-
2020	강북구	수유1동	여자	10,585	243	306	295	382	693	836	646	644	633	775	913	961	959	718	568	490	304	156	52	15	4
2020	강북구	수유2동	계	21,350	507	606	622	858	1,433	1,584	1,219	1,364	1,348	1,727	1,870	1,875	1,816	1,388	1,119	995	628	281	93	21	2
2020	강북구	수유2동	남자	10,238	251	320	352	442	638	807	623	748	679	847	879	889	841	642	488	410	257	95	26	7	1
2020	강북구	수유2동	여자	11,112	256	286	270	416	795	777	596	617	669	881	991	986	976	746	631	585	371	186	67	14	1
2020	강북구	수유3동	계	23,099	426	477	457	704	1,751	2,443	1,752	1,683	1,441	1,820	1,991	1,933	1,904	1,367	1,135	960	553	221	68	16	1
2020	강북구	수유3동	남자	11,459	209	237	243	385	803	1,227	957	914	771	956	975	996	896	604	509	440	224	88	27	2	-
2020	강북구	수유3동	여자	11,641	217	240	215	320	948	1,216	795	769	671	864	1,017	937	1,008	763	626	520	329	133	42	15	1
2020	강북구	삼양동	계	24,389	620	768	853	1,200	1,546	1,627	1,392	1,696	1,627	2,098	2,150	2,153	2,058	1,544	1,208	962	576	208	85	22	2
2020	강북구	삼양동	남자	12,149	322	405	446	617	786	855	729	903	846	1,053	1,059	1,109	969	731	580	417	228	72	22	6	-
2020	강북구	삼양동	여자	12,240	299	363	407	584	760	773	663	793	781	1,045	1,091	1,044	1,089	813	628	546	348	137	63	16	2
2020	강북구	미아동	계	21,909	360	499	595	789	1,722	2,054	1,506	1,413	1,372	1,723	1,837	1,963	1,857	1,322	1,090	951	556	222	69	13	1
2020	강북구	미아동	남자	10,532	186	266	330	400	669	978	804	741	713	890	883	936	910	613	469	421	221	83	20	2	-
2020	강북구	미아동	여자	11,377	174	233	265	390	1,054	1,076	702	672	659	833	955	1,027	947	709	621	530	335	139	49	11	1
2020	강북구	송중동	계	29,834	722	868	970	1,144	1,920	2,326	2,023	2,147	2,114	2,476	2,480	2,588	2,444	1,909	1,477	1,226	655	253	78	18	1
2020	강북구	송중동	남자	14,377	358	456	460	579	918	1,157	1,015	1,119	1,100	1,252	1,149	1,208	1,149	855	644	562	281	93	20	4	1
2020	강북구	송중동	여자	15,458	364	412	511	565	1,002	1,169	1,008	1,028	1,015	1,224	1,331	1,380	1,295	1,054	833	664	374	160	58	15	1
2020	강북구	송천동	계	27,208	517	642	731	1,003	1,648	2,077	1,607	1,757	1,730	2,193	2,467	2,566	2,528	1,844	1,534	1,227	727	291	97	23	3
2020	강북구	송천동	남자	13,527	270	322	352	514	830	1,077	870	947	936	1,125	1,247	1,278	1,227	905	661	541	296	99	29	7	1
2020	강북구	송천동	여자	13,681	247	320	379	490	819	1,000	738	811	794	1,068	1,221	1,289	1,302	940	873	686	431	192	68	17	2
2020	강북구	삼각산동	계	31,969	1,175	1,944	2,041	2,046	1,909	1,495	1,520	2,425	3,037	3,545	2,736	2,144	1,840	1,349	1,086	845	534	214	69	15	5
2020	강북구	삼각산동	남자	15,390	614	1,016	1,035	1,052	935	751	693	1,145	1,441	1,741	1,388	1,030	863	613	464	343	193	57	17	4	2
2020	강북구	삼각산동	여자	16,579	561	929	1,006	995	974	745	827	1,281	1,596	1,804	1,349	1,114	978	736	622	502	341	157	53	11	3
2020	강북구	우이동	계	20,578	522	632	673	760	1,291	1,397	1,246	1,365	1,353	1,604	1,742	1,778	1,746	1,369	1,150	978	619	234	94	26	3
2020	강북구	우이동	남자	10,026	273	341	365	392	593	691	668	730	698	804	833	840	838	626	520	413	284	85	29	7	-
2020	강북구	우이동	여자	10,552	249	291	308	369	699	706	578	635	655	800	909	938	908	743	630	565	336	149	66	19	3
2020	강북구	인수동	계	31,297	714	963	1,045	1,181	1,900	2,227	1,860	2,098	2,053	2,487	2,625	2,762	2,743	2,070	1,761	1,376	910	356	135	34	2
2020	강북구	인수동	남자	15,152	367	490	533	574	929	1,145	965	1,122	1,067	1,253	1,262	1,284	1,280	948	781	616	378	125	31	7	-
2020	강북구	인수동	여자	16,145	347	473	512	607	972	1,083	895	976	986	1,234	1,363	1,478	1,463	1,123	980	761	533	231	104	27	2
2020	도봉구	소계	계	325,050	8,516	11,182	11,793	14,777	20,811	23,066	19,396	22,360	21,936	27,131	28,236	28,558	28,136	19,603	14,988	12,010	7,531	3,487	1,231	265	43
2020	도봉구	소계	남자	158,708	4,444	5,746	6,060	7,619	10,562	11,850	9,931	11,420	11,002	13,253	13,402	13,571	13,369	9,489	6,999	5,415	3,043	1,129	333	64	12
2020	도봉구	소계	여자	166,343	4,072	5,436	5,733	7,159	10,249	11,216	9,465	10,940	10,935	13,878	14,834	14,987	14,767	10,114	7,989	6,595	4,489	2,359	898	201	32
2020	도봉구	쌍문1동	계	21,601	517	718	712	972	1,492	1,592	1,233	1,357	1,450	1,830	1,815	1,840	1,870	1,316	1,067	948	555	223	80	15	4
2020	도봉구	쌍문1동	남자	10,421	267	370	343	477	682	798	620	707	750	913	891	860	870	626	483	449	228	71	18	2	2
2020	도봉구	쌍문1동	여자	11,180	251	349	369	495	810	794	613	650	700	917	924	980	1,000	690	585	499	328	153	62	13	2
2020	도봉구	쌍문2동	계	19,227	517	568	597	856	1,175	1,422	1,230	1,440	1,296	1,503	1,659	1,644	1,705	1,206	892	714	464	247	75	19	3
2020	도봉구	쌍문2동	남자	9,275	265	314	324	434	593	726	620	774	658	743	761	723	781	583	394	303	184	78	18	4	1
2020	도봉구	쌍문2동	여자	9,952	252	254	273	422	583	697	610	667	639	760	898	921	925	623	498	411	280	169	57	15	2
2020	도봉구	쌍문3동	계	16,669	400	451	455	625	1,096	1,413	1,187	1,232	1,148	1,288	1,377	1,422	1,340	1,024	857	723	399	164	55	13	3
2020	도봉구	쌍문3동	남자	8,064	212	223	234	319	529	689	600	651	590	669	642	638	638	471	388	319	185	54	15	4	1
2020	도봉구	쌍문3동	여자	8,605	189	228	221	306	567	724	588	581	559	620	736	785	703	553	469	404	214	110	41	10	3
2020	도봉구	쌍문4동	계	19,312	488	781	954	1,132	1,289	1,319	1,065	1,313	1,299	1,761	1,736	1,713	1,658	1,021	631	521	362	177	84	11	3
2020	도봉구	쌍문4동	남자	9,173	252	418	454	583	660	669	523	626	601	799	797	759	783	516	318	213	130	50	25	1	1
2020	도봉구	쌍문4동	여자	10,139	236	363	501	550	629	651	542	687	698	962	939	955	875	505	313	308	233	127	59	10	3
2020	도봉구	방학1동	계	29,044	663	963	1,043	1,263	1,897	2,071	1,587	1,821	1,930	2,381	2,671	2,748	2,632	1,802	1,435	1,108	615	275	108	33	4
2020	도봉구	방학1동	남자	14,415	325	478	533	641	987	1,077	818	929	972	1,158	1,338	1,366	1,299	850	708	558	265	84	26	5	1
2020	도봉구	방학1동	여자	14,629	338	485	510	622	910	994	769	892	958	1,223	1,333	1,382	1,333	953	727	550	350	191	82	28	3
2020	도봉구	방학2동	계	20,252	407	608	614	913	1,353	1,408	1,065	1,243	1,261	1,699	1,905	1,857	1,852	1,347	1,040	874	498	217	79	16	4
2020	도봉구	방학2동	남자	10,238	214	311	306	495	716	795	593	665	661	860	938	928	916	674	482	389	204	71	19	6	-
2020	도봉구	방학2동	여자	10,014	194	297	308	418	637	613	472	579	600	840	967	929	936	673	558	485	294	147	60	10	4
2020	도봉구	방학3동	계	28,037	814	1,244	1,378	1,496	1,715	1,759	1,525	1,739	1,900	2,447	2,371	2,527	2,563	1,615	1,052	804	596	355	118	22	4
2020	도봉구	방학3동	남자	13,666	432	673	725	809	936	967	794	836	890	1,150	1,109	1,157	1,206	797	510	331	202	113	32	3	1
2020	도봉구	방학3동	여자	14,372	382	571	653	688	780	792	731	903	1,010	1,297	1,263	1,370	1,357	818	542	474	395	242	86	19	3
2020	도봉구	창1동	계	25,366	643	999	1,080	1,191	1,620	1,720	1,613	1,875	1,899	2,300	2,176	2,000	1,993	1,362	1,069	879	567	273	86	23	2
2020	도봉구	창1동	남자	12,134	333	518	552	598	805	864	809	915	940	1,104	1,003	942	907	665	449	392	222	87	29	4	1
2020	도봉구	창1동	여자	13,232	310	482	529	593	815	857	804	960	959	1,197	1,174	1,058	1,086	698	621	487	345	186	57	19	1
2020	도봉구	창2동	계	29,673	919	1,015	1,024	1,326	1,931	2,220	1,978	2,285	2,099	2,524	2,604	2,541	2,355	1,623	1,249	1,009	617	266	77	14	1
2020	도봉구	창2동	남자	14,503	477	527	527	706	951	1,127	987	1,165	1,064	1,270	1,213	1,212	1,089	795	578	426	277	91	20	3	1
2020	도봉구	창2동	여자	15,170	442	489	497	620	980	1,093	991	1,120	1,035	1,254	1,392	1,329	1,266	828	671	583	341	175	57	11	-
2020	도봉구	창3동	계	14,267	355	469	499	614	892	981	788	975	950	1,227	1,300	1,298	1,164	892	708	622	344	137	41	10	4
2020	도봉구	창3동	남자	7,139	199	231	265	314	477	493	435	514	509	609	653	643	583	420	319	277	146	44	8	2	2
2020	도봉구	창3동	여자	7,128	157	239	235	301	415	488	353	461	441	619	647	655	581	472	389	346	198	93	33	8	2
2020	도봉구	창4동	계	27,246	802	1,070	1,242	1,493	1,890	1,875	1,540	1,879	1,974	2,530	2,546	2,354	2,101	1,235	967	749	556	310	107	28	5
2020	도봉구	창4동	남자	13,116	431	534	658	734	954	974	747	901	940	1,181	1,178	1,143	1,014	595	464	319	207	97	35	11	2
2020	도봉구	창4동	여자	14,131	371	536	584	760	936	901	793	978	1,034	1,349	1,368	1,211	1,087	640	503	430	349	213	73	17	3
2020	도봉구	창5동	계	25,156	749	886	858	1,193	1,715	1,975	1,744	1,875	1,604	1,983	2,178	2,248	2,108	1,416	977	755	539	233	102	23	3
2020	도봉구	창5동	남자	12,096	397	454	440	606	839	969	905	958	776	908	980	1,045	994	694	470	334	214	80	27	9	1
2020	도봉구	창5동	여자	13,061	352	432	418	587	876	1,006	839	917	828	1,075	1,198	1,203	1,114	722	507	421	325	153	75	14	2
2020	도봉구	도봉1동	계	21,448	397	527	534	716	1,204	1,460	1,160	1,288	1,295	1,653	1,786	2,000	2,065	1,703	1,460	1,149	663	284	83	23	1
2020	도봉구	도봉1동	남자	10,860	200	262	283	390	635	788	637	726	699	882	893	994	1,009	808	687	554	278	102	30	6	-
2020	도봉구	도봉1동	여자	10,588	197	265	251	326	569	672	524	562	596	771	893	1,006	1,057	895	773	595	386	182	53	18	1
2020	도봉구	도봉2동	계	27,755	849	886	805	990	1,546	1,855	1,684	2,040	1,834	2,008	2,114	2,371	2,734	2,045	1,589	1,158	759	329	139	19	5
2020	도봉구	도봉2동	남자	13,610	445	437	419	517	800	917	846	1,055	954	1,010	1,009	1,166	1,284	998	751	553	306	109	34	7	-
2020	도봉구	도봉2동	여자	14,145	404	449	387	473	746	938	839	986	881	999	1,105	1,205	1,450	1,048	838	605	454	220	106	12	5
2020	노원구	소계	계	522,235	14,383	20,055	24,379	30,486	38,164	35,323	30,143	35,290	38,354	48,708	45,804	41,257	38,306	27,039	20,473	16,055	10,549	5,194	1,813	414	50
2020	노원구	소계	남자	252,410	7,386	10,320	12,683	15,835	19,510	18,336	15,114	17,460	18,318	23,153	22,293	19,824	17,803	12,668	9,086	6,658	3,863	1,558	447	92	7
2020	노원구	소계	여자	269,826	6,997	9,736	11,696	14,652	18,655	16,987	15,029	17,830	20,036	25,556	23,511	21,433	20,503	14,371	11,387	9,397	6,686	3,636	1,367	322	43
2020	노원구	월계1동	계	22,505	578	720	787	982	2,048	1,834	1,335	1,487	1,651	1,785	1,775	1,782	1,712	1,324	1,113	806	486	201	81	18	4
2020	노원구	월계1동	남자	11,588	299	362	420	534	1,140	1,099	721	803	862	920	874	907	824	629	524	359	219	75	18	4	1
2020	노원구	월계1동	여자	10,917	279	358	368	448	908	735	614	684	789	866	901	875	889	696	589	447	268	126	64	14	3
2020	노원구	월계2동	계	27,023	805	978	960	1,264	1,646	1,542	1,391	1,865	2,041	2,263	2,253	2,248	2,369	1,876	1,356	1,053	598	365	115	38	2
2020	노원구	월계2동	남자	13,047	419	489	489	669	880	819	686	943	1,047	1,128	1,101	1,062	1,061	844	611	469	198	100	26	8	-
2020	노원구	월계2동	여자	13,977	386	489	471	595	766	723	705	923	994	1,136	1,152	1,186	1,308	1,032	745	584	400	266	89	30	2
2020	노원구	월계3동	계	30,680	1,130	1,249	1,069	1,155	1,696	1,932	2,129	2,618	2,302	2,384	2,357	2,443	2,544	1,932	1,452	1,103	725	329	114	19	5
2020	노원구	월계3동	남자	14,718	585	648	583	574	843	977	1,039	1,345	1,172	1,190	1,113	1,112	1,114	890	684	449	287	90	24	3	-
2020	노원구	월계3동	여자	15,963	545	601	486	581	853	955	1,090	1,273	1,130	1,194	1,244	1,331	1,430	1,042	768	655	438	239	90	16	5
2020	노원구	공릉2동	계	39,726	1,260	1,777	2,114	2,445	3,652	2,949	2,448	2,861	3,060	3,631	3,217	2,833	2,537	1,729	1,258	920	621	286	105	24	4
2020	노원구	공릉2동	남자	19,366	653	918	1,090	1,246	1,692	1,573	1,234	1,402	1,440	1,730	1,606	1,360	1,214	827	599	412	237	104	32	3	1
2020	노원구	공릉2동	여자	20,360	607	859	1,024	1,199	1,960	1,376	1,214	1,459	1,620	1,902	1,611	1,474	1,323	903	660	508	384	182	74	21	3
2020	노원구	하계1동	계	27,834	524	695	1,294	2,110	2,883	2,081	1,402	1,354	1,633	2,682	2,642	2,341	2,039	1,350	1,001	778	595	314	98	21	4
2020	노원구	하계1동	남자	13,438	260	367	707	1,205	1,541	1,136	727	661	722	1,189	1,305	1,087	998	561	398	279	179	83	28	8	1
2020	노원구	하계1동	여자	14,396	264	328	587	905	1,342	945	675	693	911	1,493	1,338	1,254	1,041	790	603	500	416	231	70	14	3
2020	노원구	하계2동	계	22,782	577	978	1,409	1,523	1,683	1,482	1,212	1,358	1,801	2,322	2,094	1,854	1,474	913	756	593	442	227	70	19	1
2020	노원구	하계2동	남자	10,883	325	473	708	803	872	741	585	637	807	1,115	1,015	898	715	398	312	252	140	72	17	3	-
2020	노원구	하계2동	여자	11,899	252	506	702	721	811	741	627	721	994	1,207	1,079	956	759	515	444	341	303	155	53	17	1
2020	노원구	중계본동	계	25,075	408	1,202	2,124	2,461	1,926	1,403	805	1,105	2,027	3,177	2,616	1,958	1,395	776	584	482	377	174	62	18	1
2020	노원구	중계본동	남자	12,286	210	638	1,086	1,237	1,009	741	411	486	815	1,473	1,353	1,029	730	408	255	189	149	50	16	6	-
2020	노원구	중계본동	여자	12,789	198	564	1,038	1,225	917	662	394	619	1,212	1,704	1,263	929	665	368	330	293	228	124	47	12	1
2020	노원구	중계1동	계	27,518	412	1,576	2,915	2,942	1,825	1,224	751	1,248	2,584	4,104	2,747	1,726	1,259	696	527	447	325	157	48	9	3
2020	노원구	중계1동	남자	13,440	224	848	1,540	1,556	958	635	355	485	1,012	1,925	1,481	894	619	351	229	173	98	45	14	4	-
2020	노원구	중계1동	여자	14,078	188	728	1,376	1,387	867	589	397	763	1,572	2,179	1,267	833	641	345	298	274	227	112	34	5	3
2020	노원구	중계4동	계	20,775	462	760	1,001	1,410	1,463	1,162	865	1,168	1,456	2,137	1,941	1,649	1,473	1,135	1,043	808	494	246	87	16	3
2020	노원구	중계4동	남자	10,046	237	378	550	792	762	615	458	561	674	1,011	989	796	711	510	405	328	188	63	22	3	1
2020	노원구	중계4동	여자	10,729	226	383	452	619	701	547	407	607	782	1,126	952	853	763	625	638	481	306	184	65	13	2
2020	노원구	상계1동	계	39,027	1,092	1,380	1,506	1,963	2,669	2,730	2,313	2,678	2,543	3,265	3,493	3,500	3,417	2,260	1,567	1,263	819	378	152	39	5
2020	노원구	상계1동	남자	18,963	563	718	784	1,025	1,377	1,384	1,191	1,315	1,241	1,536	1,643	1,648	1,616	1,135	738	559	323	130	32	6	3
2020	노원구	상계1동	여자	20,064	530	662	723	939	1,292	1,347	1,122	1,363	1,302	1,729	1,850	1,852	1,801	1,125	829	704	496	248	121	33	2
2020	노원구	상계2동	계	20,522	435	596	764	1,198	1,663	1,682	1,167	1,211	1,315	1,819	2,023	1,881	1,651	1,105	761	621	374	180	60	19	1
2020	노원구	상계2동	남자	10,148	221	300	375	636	803	866	593	639	649	868	989	957	804	566	377	277	150	63	13	6	-
2020	노원구	상계2동	여자	10,375	215	296	390	562	860	816	574	572	666	951	1,035	924	847	540	384	344	224	118	47	14	1
2020	노원구	상계5동	계	24,614	474	689	862	1,287	1,699	1,798	1,294	1,382	1,538	2,254	2,320	2,205	2,071	1,474	1,220	1,022	590	300	114	21	5
2020	노원구	상계5동	남자	11,990	246	344	429	661	883	962	667	750	776	1,085	1,108	1,094	973	695	543	428	216	99	30	6	-
2020	노원구	상계5동	여자	12,624	228	345	434	626	816	837	627	632	762	1,170	1,212	1,111	1,099	780	677	594	374	202	84	15	5
2020	노원구	상계8동	계	23,247	1,404	1,239	1,015	1,145	1,214	1,447	2,288	2,615	2,068	1,921	1,668	1,294	1,246	950	678	475	333	173	60	16	2
2020	노원구	상계8동	남자	11,197	711	646	504	592	626	683	1,114	1,309	1,047	934	795	601	528	425	307	194	117	51	13	6	-
2020	노원구	상계8동	여자	12,050	694	594	511	554	588	764	1,174	1,307	1,022	987	874	693	718	525	372	281	217	123	47	10	2
2020	노원구	상계9동	계	21,325	646	837	988	1,267	1,444	1,296	1,301	1,560	1,615	1,989	2,000	1,612	1,568	1,122	794	563	412	216	79	20	1
2020	노원구	상계9동	남자	10,168	333	429	517	673	793	647	661	769	746	892	935	747	676	550	351	236	138	59	18	4	1
2020	노원구	상계9동	여자	11,157	313	408	472	594	652	649	640	791	869	1,097	1,066	866	892	572	443	328	274	157	61	16	-
2020	노원구	상계10동	계	16,900	535	570	645	881	1,213	1,266	1,275	1,332	1,183	1,505	1,611	1,347	1,276	827	539	365	293	173	56	11	2
2020	노원구	상계10동	남자	7,791	249	298	325	435	583	593	622	650	566	634	722	615	540	413	247	144	89	51	16	3	1
2020	노원구	상계10동	여자	9,109	286	272	320	447	630	674	653	682	617	872	889	732	737	414	292	222	204	122	41	8	1
2020	노원구	상계3.4동	계	25,835	502	837	855	1,236	1,595	1,563	1,252	1,522	1,675	2,170	2,287	2,340	2,339	1,755	1,438	1,237	808	315	88	23	2
2020	노원구	상계3.4동	남자	12,862	246	431	461	673	855	849	673	817	866	1,077	1,145	1,184	1,121	827	672	508	328	104	24	5	-
2020	노원구	상계3.4동	여자	12,973	256	406	394	563	740	714	579	705	810	1,094	1,142	1,157	1,218	928	766	730	480	211	65	18	2
2020	노원구	상계6.7동	계	33,644	1,189	1,464	1,469	1,697	2,233	2,406	2,322	2,669	2,588	3,111	2,954	2,618	2,262	1,574	1,097	857	613	351	142	28	4
2020	노원구	상계6.7동	남자	15,620	624	748	768	853	1,090	1,177	1,088	1,244	1,195	1,422	1,338	1,189	976	736	471	364	213	91	31	7	1
2020	노원구	상계6.7동	여자	18,024	566	716	701	844	1,144	1,229	1,235	1,425	1,393	1,690	1,616	1,429	1,286	838	627	494	400	260	111	22	4
2020	노원구	중계2.3동	계	35,667	944	1,280	1,391	1,959	2,309	2,092	1,966	2,394	2,672	3,348	2,911	2,729	2,680	2,037	1,788	1,493	981	492	169	31	5
2020	노원구	중계2.3동	남자	16,517	468	654	722	900	1,213	1,051	976	1,159	1,344	1,596	1,380	1,290	1,195	867	683	517	326	130	46	5	-
2020	노원구	중계2.3동	여자	19,150	476	626	669	1,059	1,096	1,041	990	1,235	1,328	1,753	1,531	1,439	1,485	1,170	1,106	977	655	362	124	26	5
2020	노원구	공릉1동	계	37,540	1,010	1,235	1,215	1,565	3,308	3,438	2,631	2,870	2,608	2,844	2,898	2,901	2,999	2,210	1,505	1,172	669	322	116	29	-
2020	노원구	공릉1동	남자	18,344	518	635	631	778	1,594	1,791	1,318	1,489	1,341	1,434	1,405	1,357	1,394	1,041	684	527	273	103	31	6	-
2020	노원구	공릉1동	여자	19,196	493	600	584	788	1,714	1,648	1,314	1,382	1,267	1,411	1,493	1,544	1,605	1,169	821	646	396	219	85	23	-
2020	은평구	소계	계	471,906	13,567	17,096	18,061	21,493	29,568	36,466	31,944	36,499	35,223	40,886	38,488	37,116	35,506	25,715	21,022	16,630	10,437	4,346	1,487	324	38
2020	은평구	소계	남자	227,029	6,907	8,792	9,280	10,950	14,474	17,554	15,605	18,358	17,496	20,074	18,684	17,606	16,594	11,687	9,333	7,316	4,322	1,513	403	80	8
2020	은평구	소계	여자	244,877	6,660	8,304	8,781	10,543	15,094	18,912	16,339	18,141	17,727	20,813	19,804	19,510	18,912	14,028	11,689	9,315	6,115	2,833	1,085	244	31
2020	은평구	녹번동	계	36,996	1,266	1,320	1,050	1,382	2,153	2,881	2,898	3,218	2,725	3,018	2,910	2,923	2,776	2,080	1,698	1,356	832	357	126	27	3
2020	은평구	녹번동	남자	17,696	637	659	532	700	1,041	1,341	1,414	1,668	1,415	1,474	1,411	1,368	1,272	907	754	596	359	122	24	9	-
2020	은평구	녹번동	여자	19,301	630	662	519	683	1,113	1,541	1,484	1,550	1,311	1,545	1,499	1,555	1,505	1,173	944	761	473	235	103	18	3
2020	은평구	불광1동	계	39,434	1,158	1,374	1,216	1,566	2,393	3,037	2,618	2,924	2,867	3,236	3,317	3,335	3,097	2,222	1,887	1,542	996	471	150	26	8
2020	은평구	불광1동	남자	18,706	580	729	657	800	1,150	1,519	1,245	1,454	1,393	1,567	1,532	1,555	1,426	994	807	664	400	176	56	4	3
2020	은평구	불광1동	여자	20,728	578	646	559	767	1,244	1,518	1,373	1,470	1,474	1,669	1,785	1,781	1,671	1,228	1,080	878	596	295	95	22	5
2020	은평구	갈현1동	계	23,383	474	603	686	1,036	1,662	2,111	1,610	1,563	1,455	1,978	1,973	2,035	1,971	1,388	1,196	871	492	188	81	13	2
2020	은평구	갈현1동	남자	11,410	257	316	365	515	855	1,071	854	808	768	948	921	942	926	630	539	389	212	75	21	3	-
2020	은평구	갈현1동	여자	11,973	218	288	322	522	807	1,040	756	755	687	1,031	1,052	1,094	1,045	759	657	482	280	113	60	10	2
2020	은평구	갈현2동	계	28,923	759	932	1,063	1,484	2,073	2,302	1,904	2,150	2,123	2,580	2,514	2,265	2,127	1,469	1,270	952	615	243	88	13	2
2020	은평구	갈현2동	남자	13,754	391	484	563	711	976	1,123	925	1,098	1,065	1,184	1,186	1,043	982	672	554	411	268	97	22	3	1
2020	은평구	갈현2동	여자	15,170	368	448	500	774	1,097	1,180	979	1,052	1,058	1,396	1,328	1,222	1,145	797	716	541	348	146	66	10	1
